                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.91183,                0.66422,                 1.5255,                0.99882,                      1,                  0.995,                0.89636,                0.54609,                0.43107,                 1.1717,              0.0005546,              0.0005546,              0.0005546
                    148,                0.77977,                0.60229,                 1.4157,                0.99888,                      1,                  0.995,                0.90183,                0.49145,                0.41526,                 1.1441,              0.0005447,              0.0005447,              0.0005447
                    149,                0.90095,                0.66557,                 1.5255,                0.99876,                      1,                  0.995,                0.89806,                0.45005,                0.40768,                  1.124,              0.0005348,              0.0005348,              0.0005348
                    150,                0.92151,                0.67612,                  1.543,                0.99865,                      1,                  0.995,                 0.8902,                0.48486,                0.41345,                  1.152,              0.0005249,              0.0005249,              0.0005249
                    151,                0.76886,                0.62081,                 1.3886,                0.99844,                      1,                  0.995,                 0.8865,                0.51051,                0.42418,                 1.1678,               0.000515,               0.000515,               0.000515
                    152,                0.77757,                 0.6502,                 1.4374,                0.99853,                      1,                  0.995,                0.89863,                0.46578,                0.40877,                  1.136,              0.0005051,              0.0005051,              0.0005051
                    153,                0.79528,                 0.6214,                 1.4477,                0.99865,                      1,                  0.995,                0.89272,                0.48749,                0.40957,                 1.1552,              0.0004952,              0.0004952,              0.0004952
                    154,                0.85977,                0.66204,                 1.4678,                0.99871,                      1,                  0.995,                0.88733,                0.49952,                0.42237,                 1.1643,              0.0004853,              0.0004853,              0.0004853
                    155,                0.72865,                 0.6047,                 1.3516,                0.99872,                      1,                  0.995,                0.89707,                 0.4904,                0.42518,                  1.158,              0.0004754,              0.0004754,              0.0004754
                    156,                0.73741,                 0.5867,                 1.3672,                0.99861,                      1,                  0.995,                0.90888,                 0.4781,                0.40263,                 1.1383,              0.0004655,              0.0004655,              0.0004655
                    157,                0.82803,                0.63739,                 1.4898,                0.99863,                      1,                  0.995,                0.91517,                0.46538,                0.38418,                 1.1225,              0.0004556,              0.0004556,              0.0004556
                    158,                0.84154,                0.65695,                 1.4778,                0.99848,                      1,                  0.995,                0.91289,                0.47283,                0.39216,                 1.1291,              0.0004457,              0.0004457,              0.0004457
                    159,                0.83738,                0.64238,                 1.4483,                0.99837,                      1,                  0.995,                0.90329,                 0.4669,                0.39491,                 1.1193,              0.0004358,              0.0004358,              0.0004358
                    160,                0.76336,                 0.6054,                 1.3938,                0.99844,                      1,                  0.995,                0.91071,                 0.4598,                0.38311,                 1.0994,              0.0004259,              0.0004259,              0.0004259
                    161,                0.74993,                0.58544,                 1.3771,                0.99865,                      1,                  0.995,                 0.9102,                0.46942,                0.39477,                 1.1023,               0.000416,               0.000416,               0.000416
                    162,                0.76498,                0.64089,                 1.4511,                0.99873,                      1,                  0.995,                0.91744,                0.44242,                 0.3839,                 1.0808,              0.0004061,              0.0004061,              0.0004061
                    163,                0.74806,                0.56387,                 1.4168,                 0.9989,                      1,                  0.995,                0.91593,                0.43324,                0.37496,                 1.0703,              0.0003962,              0.0003962,              0.0003962
                    164,                0.75531,                0.64359,                 1.3681,                0.99904,                      1,                  0.995,                0.90729,                 0.4637,                0.41493,                 1.0899,              0.0003863,              0.0003863,              0.0003863
                    165,                0.80556,                0.67961,                 1.4403,                0.99895,                      1,                  0.995,                0.90515,                0.47183,                0.42656,                 1.0978,              0.0003764,              0.0003764,              0.0003764
                    166,                0.72582,                0.58905,                 1.3602,                 0.9989,                      1,                  0.995,                0.90823,                0.47405,                0.41285,                 1.0955,              0.0003665,              0.0003665,              0.0003665
                    167,                0.82447,                0.63771,                 1.4685,                0.99892,                      1,                  0.995,                0.92241,                0.45256,                0.38404,                 1.0786,              0.0003566,              0.0003566,              0.0003566
                    168,                0.81381,                0.61072,                 1.4482,                0.99892,                      1,                  0.995,                0.92422,                0.41561,                0.37327,                 1.0719,              0.0003467,              0.0003467,              0.0003467
                    169,                0.70728,                0.56783,                 1.3303,                0.99866,                      1,                  0.995,                0.92451,                 0.4178,                  0.384,                 1.0785,              0.0003368,              0.0003368,              0.0003368
                    170,                0.90076,                0.71351,                 1.4896,                0.99843,                      1,                  0.995,                0.91963,                0.43298,                0.40216,                 1.0874,              0.0003269,              0.0003269,              0.0003269
                    171,                0.79937,                0.62125,                 1.4293,                0.99851,                      1,                  0.995,                0.90757,                0.43883,                0.41507,                 1.0889,               0.000317,               0.000317,               0.000317
                    172,                0.79411,                 0.6491,                 1.3779,                0.99837,                      1,                  0.995,                0.90763,                0.43957,                0.39084,                 1.0822,              0.0003071,              0.0003071,              0.0003071
                    173,                0.70521,                0.56677,                 1.3192,                0.99859,                      1,                  0.995,                0.90698,                 0.4613,                0.39018,                 1.0958,              0.0002972,              0.0002972,              0.0002972
                    174,                0.70621,                0.54838,                 1.3418,                0.99891,                      1,                  0.995,                0.90808,                0.47273,                0.39357,                 1.1013,              0.0002873,              0.0002873,              0.0002873
                    175,                0.78661,                0.63316,                 1.3957,                0.99897,                      1,                  0.995,                0.90353,                0.46833,                0.39997,                 1.1004,              0.0002774,              0.0002774,              0.0002774
                    176,                 0.7628,                0.61761,                 1.4393,                0.99908,                      1,                  0.995,                0.91942,                0.43508,                0.37178,                 1.0684,              0.0002675,              0.0002675,              0.0002675
                    177,                0.70389,                0.56603,                 1.3688,                 0.9991,                      1,                  0.995,                 0.9198,                0.43934,                 0.3682,                 1.0643,              0.0002576,              0.0002576,              0.0002576
                    178,                0.73072,                0.58122,                 1.3551,                0.99911,                      1,                  0.995,                0.92366,                0.44024,                0.37607,                 1.0654,              0.0002477,              0.0002477,              0.0002477
                    179,                0.76355,                0.61141,                 1.3884,                0.99909,                      1,                  0.995,                0.92701,                0.41584,                0.36954,                 1.0555,              0.0002378,              0.0002378,              0.0002378
                    180,                0.77548,                0.61674,                 1.4149,                0.99892,                      1,                  0.995,                0.91812,                0.43504,                0.35643,                 1.0775,              0.0002279,              0.0002279,              0.0002279
                    181,                0.68715,                0.51986,                 1.3179,                0.99872,                      1,                  0.995,                0.91536,                0.44419,                0.35714,                 1.0878,               0.000218,               0.000218,               0.000218
                    182,                0.65359,                0.52603,                 1.2859,                0.99845,                      1,                  0.995,                0.92074,                 0.4371,                0.35751,                 1.0784,              0.0002081,              0.0002081,              0.0002081
                    183,                0.71163,                 0.5776,                 1.3312,                0.99829,                      1,                  0.995,                0.91834,                0.43401,                 0.3664,                 1.0696,              0.0001982,              0.0001982,              0.0001982
                    184,                0.83293,                 0.6497,                 1.4515,                 0.9984,                      1,                  0.995,                0.92281,                0.45114,                0.37598,                 1.0684,              0.0001883,              0.0001883,              0.0001883
                    185,                 0.7743,                 0.6116,                 1.4199,                0.99854,                      1,                  0.995,                0.92062,                0.44351,                0.36953,                 1.0623,              0.0001784,              0.0001784,              0.0001784
                    186,                0.80144,                0.67135,                 1.4357,                0.99867,                      1,                  0.995,                 0.9305,                0.43264,                0.35949,                 1.0549,              0.0001685,              0.0001685,              0.0001685
                    187,                0.64865,                0.55032,                 1.2834,                0.99876,                      1,                  0.995,                0.92844,                0.42233,                0.35025,                 1.0507,              0.0001586,              0.0001586,              0.0001586
                    188,                0.80191,                0.62317,                 1.4041,                 0.9987,                      1,                  0.995,                0.93074,                0.39543,                0.33842,                  1.042,              0.0001487,              0.0001487,              0.0001487
                    189,                0.72686,                 0.5516,                 1.3482,                0.99858,                      1,                  0.995,                0.93287,                0.38739,                0.33897,                 1.0375,              0.0001388,              0.0001388,              0.0001388
                    190,                0.76468,                0.61087,                 1.3995,                0.99852,                      1,                  0.995,                0.93301,                0.38671,                0.33621,                 1.0354,              0.0001289,              0.0001289,              0.0001289
                    191,                0.48535,                0.51853,                 1.1381,                0.99861,                      1,                  0.995,                0.92947,                0.38864,                0.33616,                 1.0351,               0.000119,               0.000119,               0.000119
                    192,                0.45542,                0.46482,                 1.0956,                0.99885,                      1,                  0.995,                0.92008,                0.40453,                0.35715,                 1.0436,              0.0001091,              0.0001091,              0.0001091
                    193,                0.49853,                0.49705,                 1.1793,                0.99896,                      1,                  0.995,                0.91925,                0.41171,                0.35806,                 1.0488,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.44484,                0.45027,                 1.0703,                0.99887,                      1,                  0.995,                0.92241,                0.40699,                 0.3565,                 1.0458,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.49254,                0.46618,                 1.1407,                0.99891,                      1,                  0.995,                0.92614,                0.39884,                0.34615,                   1.04,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.48822,                0.47032,                  1.124,                0.99888,                      1,                  0.995,                0.93923,                0.37989,                0.34141,                 1.0284,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.44368,                0.44731,                 1.0854,                 0.9989,                      1,                  0.995,                0.94241,                0.37156,                 0.3358,                  1.024,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.42677,                0.42378,                  1.057,                0.99893,                      1,                  0.995,                0.94123,                0.36772,                0.33358,                 1.0217,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.43277,                 0.4221,                 1.0664,                0.99896,                      1,                  0.995,                  0.943,                0.36806,                0.33014,                 1.0209,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                 0.4423,                 0.4361,                 1.0689,                0.99896,                      1,                  0.995,                0.94052,                 0.3664,                0.32385,                  1.019,               2.99e-05,               2.99e-05,               2.99e-05
